,cluster,Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01007231,5,4
E01007232,4,2
E01007233,5,3
E01007234,5,3
E01007235,8,4
E01007236,5,3
E01007237,4,3
E01007238,9,1
E01007239,9,1
E01007240,5,3
E01007241,6,7
E01007242,6,7
E01007243,8,5
E01007244,4,2
E01007245,6,7
E01007246,6,6
E01007247,6,6
E01007248,8,6
E01007249,4,2
E01007250,7,8
E01007251,6,6
E01007252,5,5
E01007253,10,1
E01007254,7,10
E01007255,6,5
E01007256,6,8
E01007257,10,1
E01007258,7,9
E01007259,7,9
E01007260,7,8
E01007261,7,9
E01007262,7,10
E01007263,4,2
E01007264,7,9
E01007265,6,6
E01007266,7,9
E01007267,6,7
E01007268,6,8
E01007269,9,1
E01007270,10,1
E01007271,9,1
E01007272,10,1
E01007273,10,1
E01007274,10,1
E01007275,9,1
E01007276,4,2
E01007277,9,1
E01007278,10,1
E01007279,7,8
E01007280,7,8
E01007281,7,10
E01007282,6,7
E01007283,1,8
E01007284,7,9
E01007285,6,8
E01007286,6,6
E01007287,6,6
E01007288,5,5
E01007289,10,1
E01007290,10,1
E01007291,10,1
E01007292,10,1
E01007293,10,1
E01007294,4,2
E01007295,10,1
E01007296,9,1
E01007297,5,3
E01007298,7,8
E01007299,6,6
E01007300,4,2
E01007301,6,7
E01007302,5,3
E01007303,10,1
E01007304,9,1
E01007305,6,6
E01007306,6,7
E01007307,8,6
E01007308,7,8
E01007309,7,8
E01007310,6,7
E01007311,7,8
E01007312,5,4
E01007313,5,4
E01007314,8,4
E01007315,6,7
E01007316,6,7
E01007317,9,1
E01007318,9,1
E01007319,6,6
E01007320,9,1
E01007321,6,6
E01007322,4,2
E01007323,4,2
E01007324,9,2
E01007325,10,1
E01007326,4,2
E01007327,9,1
E01007328,9,1
E01007329,5,4
E01007330,5,5
E01007331,5,4
E01007332,4,1
E01007333,4,2
E01007334,6,7
E01007335,6,5
E01007336,5,2
E01007337,5,3
E01007338,10,1
E01007339,9,1
E01007340,5,3
E01007341,10,1
E01007342,6,5
E01007343,4,2
E01007344,5,4
E01007345,5,3
E01007346,4,3
E01007347,6,5
E01007348,4,2
E01007349,4,2
E01007350,5,4
E01007351,5,3
E01007352,9,1
E01007353,5,4
E01007354,5,3
E01007355,7,8
E01007356,6,7
E01007357,5,3
E01007358,6,6
E01007359,5,4
E01007360,5,4
E01007361,6,5
E01007362,7,8
E01007363,4,3
E01007364,4,2
E01007365,9,1
E01007366,6,5
E01007367,9,2
E01007368,4,3
E01007369,10,1
E01007370,9,1
E01007371,4,3
E01007372,10,1
E01007373,10,1
E01007374,5,3
E01007375,5,3
E01007376,9,1
E01007377,9,1
E01007378,10,1
E01007379,6,8
E01007380,7,8
E01007381,6,8
E01007382,5,4
E01007383,7,8
E01007384,6,8
E01007385,4,2
E01007386,7,9
E01007387,5,5
E01007388,6,5
E01007389,6,7
E01007390,5,5
E01007391,4,2
E01007392,9,2
E01007393,5,4
E01007394,4,2
E01007395,4,2
E01007396,5,5
E01007397,4,2
E01007398,5,4
E01007399,6,7
E01007400,6,6
E01007402,9,1
E01007403,9,1
E01007404,6,6
E01007405,4,2
E01007406,9,1
E01007408,6,6
E01007409,8,6
E01007410,9,1
E01007411,10,1
E01007413,9,1
E01007414,4,2
E01007415,5,3
E01007416,10,1
E01007417,4,2
E01007418,7,9
E01007419,7,9
E01007420,7,8
E01007421,1,6
E01007422,7,8
E01007423,6,8
E01007424,6,5
E01007425,1,9
E01007426,1,5
E01007427,6,7
E01007428,7,8
E01007429,5,3
E01007430,7,10
E01007431,6,8
E01007432,7,9
E01007433,5,3
E01007434,5,4
E01007435,9,2
E01007436,5,3
E01007437,4,2
E01007438,5,5
E01007439,6,7
E01007440,9,1
E01007441,5,5
E01007442,7,9
E01007443,4,2
E01007444,5,4
E01007445,5,4
E01007446,6,6
E01007447,4,2
E01007448,4,2
E01007449,5,3
E01007450,9,1
E01007451,4,3
E01007452,6,6
E01007453,9,1
E01007455,6,6
E01007456,6,6
E01007457,4,2
E01007458,5,3
E01007459,5,3
E01007460,5,4
E01007461,9,1
E01007462,9,1
E01007463,10,1
E01007464,4,2
E01007465,4,2
E01007466,9,1
E01007467,4,2
E01007468,6,6
E01007469,5,5
E01007470,4,2
E01007471,6,7
E01007472,9,1
E01007473,4,3
E01007474,10,1
E01007475,7,9
E01007476,6,6
E01007477,6,7
E01007478,5,4
E01007479,5,3
E01007480,5,3
E01007482,4,2
E01007483,6,7
E01007484,5,4
E01007485,1,8
E01007486,6,5
E01007487,5,3
E01007488,3,3
E01007489,5,4
E01007490,5,3
E01007491,9,1
E01007492,9,1
E01007493,6,7
E01007494,5,2
E01007495,4,1
E01007496,9,1
E01007497,4,2
E01007498,4,2
E01007499,9,1
E01007500,9,1
E01007501,6,5
E01007502,7,8
E01007503,6,7
E01007504,4,2
E01007505,5,5
E01007506,9,1
E01007507,9,1
E01007508,9,1
E01007509,9,1
E01007510,5,3
E01007511,9,1
E01007512,6,6
E01007513,5,3
E01007514,4,2
E01007515,4,3
E01007516,6,6
E01007517,4,2
E01007518,6,5
E01007519,5,4
E01007520,6,8
E01007521,6,6
E01007522,9,1
E01007523,7,8
E01007524,7,8
E01007525,4,2
E01007526,1,6
E01007527,1,8
E01007528,4,3
E01007529,9,1
E01007530,4,1
E01007531,9,1
E01007532,10,1
E01007533,4,2
E01007534,9,1
E01007535,4,2
E01007536,5,4
E01007537,5,4
E01007538,4,3
E01007539,9,1
E01007540,5,4
E01007541,5,3
E01007542,9,1
E01007543,10,1
E01007544,10,1
E01007545,5,3
E01007546,4,2
E01007547,9,1
E01007548,4,2
E01007549,9,1
E01007550,4,3
E01007551,6,7
E01007552,6,7
E01007553,6,7
E01007554,6,6
E01007555,9,1
E01007556,4,2
E01007557,8,3
E01007558,6,5
E01007559,5,2
E01007560,6,6
E01007561,7,9
E01007562,5,5
E01007563,9,1
E01007564,4,2
E01007565,7,6
E01007566,9,1
E01007567,5,4
E01007568,9,1
E01007569,4,3
E01007570,6,6
E01007571,5,3
E01007572,5,3
E01007573,10,1
E01007574,9,1
E01007575,10,1
E01007576,5,3
E01007577,10,1
E01007578,4,1
E01007579,4,2
E01007580,5,4
E01007581,7,9
E01007582,6,7
E01007583,1,5
E01007584,5,4
E01007585,6,6
E01007586,6,6
E01007587,8,4
E01007588,5,5
E01007589,6,7
E01007590,4,2
E01007591,5,3
E01007592,9,1
E01007593,4,2
E01007594,1,8
E01007595,4,2
E01007596,6,7
E01007597,9,1
E01007598,6,6
E01007599,7,8
E01007600,7,10
E01007601,7,9
E01007602,7,9
E01007603,7,9
E01007604,7,7
E01007605,6,8
E01007606,1,9
E01007607,5,4
E01007608,6,6
E01007609,6,6
E01007610,7,9
E01007611,8,4
E01007612,7,8
E01007613,1,5
E01007614,6,7
E01007615,6,6
E01007616,6,7
E01007617,7,10
E01007618,7,8
E01007619,7,10
E01007620,6,6
E01007621,6,7
E01007622,7,8
E01007623,5,4
E01007624,7,9
E01007625,2,4
E01007626,9,1
E01007627,4,2
E01007628,9,1
E01007629,10,1
E01007630,6,6
E01007631,7,9
E01007632,5,3
E01007633,4,2
E01007634,9,1
E01007635,4,2
E01007636,4,2
E01007637,5,4
E01007638,4,2
E01007639,5,3
E01007640,6,5
E01007641,5,4
E01007642,4,2
E01007643,9,1
E01007644,6,5
E01007645,4,1
E01007646,5,3
E01007647,5,4
E01007648,9,1
E01007649,6,6
E01007650,5,4
E01007651,4,2
E01007652,9,1
E01007653,5,5
E01007654,4,2
E01007655,4,1
E01007656,4,2
E01007657,6,7
E01007658,6,7
E01007659,6,7
E01007660,6,6
E01007661,6,7
E01007662,10,1
E01007663,7,8
E01007664,7,8
E01007665,6,7
E01007666,6,6
E01007667,5,3
E01007668,10,1
E01007669,6,5
E01007670,7,9
E01007671,6,7
E01007672,7,8
E01007673,4,3
E01007674,7,9
E01007675,5,4
E01007676,5,3
E01007677,10,1
E01007678,1,8
E01007679,4,3
E01007680,4,2
E01007681,6,5
E01007682,5,5
E01007683,6,7
E01007684,6,6
E01007685,1,7
E01007686,7,8
E01007687,5,5
E01007688,8,6
E01007689,6,6
E01007690,7,9
E01007691,7,8
E01007692,6,6
E01007693,5,4
E01007694,4,2
E01007695,6,6
E01007696,8,5
E01007697,4,2
E01007698,6,5
E01007699,5,4
E01007700,6,7
E01007701,4,2
E01007702,5,3
E01007703,6,6
E01007704,5,4
E01007705,7,8
E01007706,6,6
E01007707,6,6
E01007708,9,1
E01007709,7,9
E01007710,7,9
E01007711,7,7
E01007712,6,7
E01007713,7,8
E01007714,9,1
E01007715,10,1
E01007716,10,1
E01007717,4,2
E01007718,9,1
E01007719,10,1
E01007720,5,3
E01007721,10,1
E01007723,9,1
E01007724,8,6
E01007725,6,6
E01007726,9,1
E01007727,9,1
E01007728,5,4
E01007729,10,1
E01007730,9,1
E01007731,8,4
E01007732,9,1
E01007733,4,2
E01007734,9,1
E01007735,10,1
E01007736,10,1
E01007737,10,1
E01007738,10,1
E01007739,10,1
E01007740,4,2
E01007741,7,7
E01007742,5,4
E01007743,7,7
E01007744,5,3
E01007745,4,2
E01007746,5,4
E01007747,5,3
E01007748,6,6
E01007749,7,9
E01007750,6,7
E01007751,6,5
E01007752,7,9
E01007753,6,6
E01007754,6,7
E01007755,6,7
E01007756,6,8
E01007757,5,4
E01007758,4,3
E01007759,4,2
E01007760,9,1
E01007761,5,3
E01007762,5,4
E01007763,9,1
E01007764,10,1
E01007765,5,3
E01007766,9,1
E01007767,4,2
E01007768,9,1
E01007769,9,1
E01007770,4,2
E01007771,6,6
E01007772,4,2
E01007773,4,2
E01007774,4,3
E01007775,10,1
E01007776,4,3
E01007777,4,3
E01007778,6,7
E01007779,4,2
E01007780,5,4
E01007781,4,3
E01007782,4,2
E01007783,9,1
E01007784,4,2
E01007785,5,5
E01007786,5,4
E01007787,6,7
E01007788,5,3
E01007789,4,2
E01007790,10,1
E01007791,9,1
E01007792,7,8
E01007793,4,3
E01007794,9,1
E01007795,6,6
E01007796,9,2
E01007797,5,4
E01007798,6,7
E01007799,4,3
E01007800,4,2
E01007801,1,7
E01007802,7,9
E01007803,6,5
E01007804,9,1
E01007805,4,2
E01007806,4,2
E01007807,5,3
E01007808,1,9
E01007809,9,1
E01007810,5,4
E01007811,7,7
E01007812,4,2
E01007813,6,5
E01007814,8,6
E01007815,4,2
E01007816,5,4
E01007817,5,3
E01007818,6,7
E01007819,5,4
E01007820,5,3
E01007821,5,3
E01007822,9,1
E01007823,6,5
E01007824,7,10
E01007825,7,9
E01007826,7,10
E01007827,7,7
E01007828,5,5
E01007829,6,6
E01007830,6,6
E01007831,6,7
E01007832,7,9
E01007833,6,6
E01007834,6,7
E01007835,6,6
E01007836,6,6
E01007838,6,5
E01007839,7,8
E01007841,6,7
E01007842,5,4
E01007843,4,2
E01007846,7,8
E01007847,9,1
E01007848,9,1
E01007849,4,2
E01007850,5,4
E01007851,10,1
E01007852,5,3
E01007853,6,6
E01007854,4,3
E01007855,4,2
E01007856,9,1
E01007857,9,1
E01007858,7,8
E01007859,2,8
E01007860,7,8
E01007861,7,10
E01007862,1,10
E01007863,7,9
E01007864,7,9
E01007865,7,9
E01007866,7,9
E01007867,7,8
E01007868,7,8
E01007869,9,1
E01007870,9,1
E01007871,4,2
E01007872,4,2
E01007873,9,1
E01007874,9,1
E01007875,10,1
E01007877,9,1
E01007878,9,2
E01007879,5,3
E01007881,4,2
E01007882,8,5
E01007883,10,1
E01007885,10,1
E01007886,9,1
E01007887,6,5
E01007888,7,8
E01007889,7,8
E01007890,7,8
E01007891,7,8
E01007892,9,1
E01007893,7,9
E01007894,6,5
E01007895,4,2
E01007896,7,10
E01007897,7,9
E01007898,7,8
E01007899,7,8
E01007900,5,3
E01007901,9,1
E01007902,9,1
E01007903,5,3
E01007904,10,1
E01007905,9,1
E01007906,4,2
E01007907,5,3
E01007908,6,6
E01007909,8,5
E01007910,4,2
E01007911,6,7
E01007912,6,5
E01007913,9,1
E01007914,4,2
E01007915,7,10
E01007916,9,1
E01007917,6,6
E01007918,7,8
E01007919,9,1
E01007920,7,10
E01007921,7,8
E01007922,7,10
E01007923,7,9
E01007924,5,5
E01007925,6,8
E01007926,1,9
E01007927,7,10
E01007928,7,10
E01007929,7,10
E01007930,7,10
E01007931,7,10
E01007932,7,10
E01007933,7,10
E01007934,7,10
E01007935,7,10
E01007936,7,10
E01007937,7,10
E01007938,7,10
E01007939,7,10
E01007940,9,1
E01007941,9,1
E01007942,4,2
E01007943,10,1
E01007944,9,1
E01007945,9,1
E01007946,9,1
E01007947,10,1
E01007948,10,1
E01007949,9,1
E01007950,9,1
E01007951,7,9
E01007952,7,10
E01007953,5,5
E01007954,7,10
E01007955,7,10
E01007956,7,10
E01007957,7,10
E01007958,7,10
E01007959,7,10
E01007960,7,9
E01007961,7,10
E01007962,6,6
E01007963,4,3
E01007964,5,4
E01007965,4,2
E01007966,5,3
E01007967,4,2
E01007968,4,2
E01007969,4,3
E01007970,10,1
E01007971,4,3
E01007972,7,7
E01007973,6,6
E01007974,6,6
E01007975,4,2
E01007976,4,3
E01007977,9,1
E01007978,8,4
E01007979,10,1
E01007980,8,5
E01007981,8,6
E01007982,4,2
E01007983,7,7
E01007984,7,9
E01007985,8,6
E01007986,6,7
E01007987,7,8
E01007988,7,8
E01007989,6,7
E01007990,5,5
E01007991,5,3
E01007992,7,7
E01007993,5,3
E01007994,7,8
E01007995,8,5
E01007996,6,5
E01007997,6,7
E01007998,9,2
E01007999,6,7
E01008000,5,5
E01008001,5,4
E01008002,6,7
E01008003,6,6
E01008004,5,3
E01008005,6,5
E01008006,6,7
E01008007,9,1
E01008008,4,2
E01008009,9,1
E01008010,4,2
E01008011,10,1
E01008012,9,1
E01008013,9,1
E01008014,4,2
E01008015,9,1
E01008016,5,3
E01008017,10,1
E01008018,9,1
E01008019,5,4
E01008020,6,6
E01008021,1,9
E01008022,10,1
E01008023,1,9
E01008024,6,5
E01008025,6,8
E01008027,4,3
E01008028,5,3
E01008029,4,2
E01008030,6,6
E01008031,5,4
E01008032,5,3
E01008033,6,6
E01008034,5,5
E01008035,7,8
E01008036,7,9
E01008037,4,1
E01008038,7,8
E01008039,6,7
E01008040,6,7
E01008041,7,9
E01008042,8,5
E01008043,7,9
E01008044,7,10
E01008045,8,5
E01008046,8,6
E01008047,7,9
E01008048,7,9
E01008049,6,7
E01008050,7,9
E01008051,8,5
E01008052,7,7
E01008053,9,2
E01008054,9,1
E01008055,9,1
E01008056,5,2
E01008057,9,1
E01008058,6,5
E01008059,9,1
E01008060,9,1
E01008061,9,1
E01008062,10,1
E01008063,4,2
E01008064,7,9
E01008065,9,1
E01008066,7,9
E01008067,8,5
E01008068,5,4
E01008069,7,10
E01008072,4,2
E01008073,5,4
E01008074,7,9
E01008075,9,1
E01008076,9,1
E01008077,4,2
E01008078,6,6
E01008079,7,9
E01008080,5,5
E01008081,9,1
E01008082,9,1
E01008083,10,1
E01008084,10,1
E01008085,9,1
E01008086,9,1
E01008087,6,6
E01008088,5,4
E01008089,4,2
E01008090,10,1
E01008091,8,5
E01008092,10,1
E01008093,5,4
E01008094,9,1
E01008095,5,3
E01008096,9,1
E01008097,9,1
E01008098,10,1
E01008099,8,5
E01008100,9,1
E01008101,4,2
E01008102,10,1
E01008103,9,1
E01008104,6,6
E01008105,8,6
E01008107,4,2
E01008108,8,3
E01008109,5,3
E01008111,8,6
E01008112,4,2
E01008113,8,5
E01008114,5,2
E01008115,8,4
E01008116,10,1
E01008117,9,1
E01008118,9,1
E01008119,10,1
E01008122,10,1
E01008123,9,1
E01008124,10,1
E01008125,4,3
E01008126,7,10
E01008128,1,7
E01008129,1,6
E01008130,7,8
E01008131,7,8
E01008132,7,10
E01008133,6,7
E01008134,6,6
E01008135,6,7
E01008136,5,4
E01008137,7,9
E01008138,4,2
E01008139,5,5
E01008140,6,7
E01008141,7,9
E01008142,5,4
E01008143,8,5
E01008144,8,4
E01008145,4,2
E01008146,7,10
E01008147,1,8
E01008148,5,3
E01008149,7,7
E01008150,5,4
E01008151,6,7
E01008152,6,6
E01008153,6,6
E01008154,6,7
E01008155,6,5
E01008156,7,9
E01008157,9,1
E01008158,4,3
E01008159,7,9
E01008160,6,6
E01008161,8,4
E01008162,5,4
E01008163,4,3
E01008164,9,1
E01008165,9,1
E01008166,4,2
E01008167,4,2
E01008168,5,3
E01008169,5,3
E01008170,9,1
E01008171,5,3
E01008172,5,4
E01008173,9,2
E01008174,5,4
E01008175,4,3
E01008176,6,6
E01008177,6,6
E01008178,6,5
E01008179,6,6
E01008180,9,1
E01008181,6,5
E01008182,5,3
E01008183,5,3
E01008184,7,9
E01008185,4,2
E01008186,9,2
E01008187,4,3
E01008188,6,7
E01008189,9,1
E01008190,6,5
E01008191,9,1
E01008192,4,3
E01008193,6,7
E01008194,7,9
E01008195,6,6
E01008196,6,5
E01008197,6,7
E01008198,5,4
E01008199,7,8
E01008200,1,9
E01008201,10,1
E01008202,5,3
E01008203,9,1
E01008204,10,1
E01008205,7,7
E01008206,5,5
E01008207,7,8
E01008208,5,3
E01008209,5,4
E01008210,4,2
E01008211,5,4
E01008212,10,1
E01008213,5,3
E01008214,10,1
E01008215,10,1
E01008216,9,1
E01008217,4,2
E01008218,9,1
E01008219,5,3
E01008220,10,1
E01008221,4,2
E01008222,5,3
E01008223,9,1
E01008224,6,5
E01008225,5,5
E01008226,5,3
E01008227,10,1
E01008228,4,2
E01008229,5,3
E01008230,5,3
E01008231,4,2
E01008232,4,1
E01008233,6,5
E01008234,7,8
E01008235,7,8
E01008236,5,5
E01008237,7,10
E01008238,7,9
E01008239,7,8
E01008240,5,3
E01008241,5,3
E01008242,4,2
E01008243,6,7
E01008244,5,4
E01008245,7,8
E01008246,5,5
E01008247,5,3
E01008248,1,9
E01008249,6,7
E01008250,6,6
E01008251,5,3
E01008252,4,2
E01008253,4,2
E01008254,4,2
E01008255,5,4
E01008256,6,5
E01008257,10,1
E01008258,5,3
E01008259,9,1
E01008260,7,9
E01008261,9,2
E01008262,4,3
E01008263,4,2
E01008264,7,10
E01008265,5,3
E01008266,7,8
E01008267,5,4
E01008268,6,6
E01008269,7,10
E01008270,7,10
E01008271,7,10
E01008272,7,9
E01008273,6,7
E01008274,5,4
E01008275,7,9
E01008276,5,5
E01008277,5,4
E01008278,1,8
E01008279,6,7
E01008280,9,2
E01008281,4,2
E01008282,4,2
E01008283,1,7
E01008284,6,5
E01008285,9,1
E01008286,5,3
E01008287,7,8
E01008288,5,3
E01008289,9,1
E01008290,9,1
E01008291,10,1
E01008292,7,9
E01008293,6,5
E01008294,7,9
E01008295,10,1
E01008296,4,2
E01008297,10,1
E01008298,4,2
E01008299,9,1
E01008300,9,1
E01008301,4,1
E01008302,10,1
E01008303,10,1
E01008304,10,1
E01008305,10,1
E01008306,5,4
E01008307,4,2
E01008308,6,6
E01008309,7,10
E01008311,7,10
E01008312,7,8
E01008313,6,8
E01008314,6,6
E01008315,6,6
E01008316,7,9
E01008317,7,10
E01008318,4,3
E01008319,1,10
E01008320,6,7
E01008321,7,10
E01008322,7,9
E01008323,6,8
E01008324,4,2
E01008325,9,1
E01008326,6,8
E01008327,10,1
E01008328,7,8
E01008329,5,4
E01008330,9,1
E01008331,9,1
E01008332,10,1
E01008333,10,1
E01008334,4,2
E01008335,4,2
E01008336,4,2
E01008337,4,2
E01008338,4,2
E01008339,4,2
E01008340,10,1
E01008341,4,2
E01008342,6,6
E01008343,6,5
E01008344,4,2
E01008345,9,1
E01008346,6,5
E01008347,6,5
E01008348,9,1
E01008349,5,3
E01008350,5,3
E01008351,6,7
E01008352,5,5
E01008353,4,3
E01008354,6,5
E01008355,7,10
E01008356,5,4
E01008357,7,10
E01008358,8,6
E01008359,8,5
E01008360,6,7
E01008361,5,4
E01008362,5,5
E01008363,7,8
E01008364,7,7
E01008365,7,9
E01008366,7,10
E01008367,7,9
E01008368,7,9
E01008369,7,9
E01008370,7,8
E01008371,7,10
E01008372,7,8
E01008373,7,8
E01008374,6,7
E01008375,4,3
E01008376,7,9
E01008377,4,2
E01008378,7,9
E01008379,5,3
E01008380,10,1
E01008381,6,6
E01008382,10,1
E01008383,9,2
E01008384,5,4
E01008385,4,1
E01008386,5,5
E01008387,6,6
E01008388,10,1
E01008389,10,1
E01008390,10,1
E01008391,10,1
E01008392,10,1
E01008394,1,7
E01008395,5,3
E01008396,4,3
E01008397,1,6
E01008398,10,1
E01008399,9,1
E01008400,9,1
E01008401,4,2
E01008402,5,4
E01008403,6,6
E01008404,5,4
E01008405,4,2
E01008406,5,4
E01008407,6,5
E01008409,7,7
E01008410,6,6
E01008411,7,6
E01008412,7,7
E01008413,5,3
E01008415,9,1
E01008416,6,5
E01008418,7,10
E01008419,7,10
E01008420,7,10
E01008421,7,10
E01008422,7,10
E01008423,7,10
E01008424,6,7
E01008425,10,1
E01008426,10,1
E01008427,10,1
E01008428,4,2
E01008429,10,1
E01008430,4,2
E01008431,5,4
E01008432,4,2
E01008433,6,5
E01008434,6,6
E01008435,4,2
E01008436,9,1
E01008437,10,1
E01008438,10,1
E01008439,10,1
E01008441,4,2
E01008442,7,9
E01008443,7,9
E01008444,6,8
E01008445,5,4
E01008446,7,8
E01008447,6,8
E01008448,1,9
E01008449,4,2
E01008450,9,1
E01008451,4,3
E01008452,7,7
E01008453,6,6
E01008455,5,3
E01008456,9,2
E01008457,9,1
E01008458,1,7
E01008459,10,1
E01008460,9,2
E01008461,4,3
E01008462,5,3
E01008463,5,3
E01008464,6,7
E01008465,6,7
E01008466,7,10
E01008467,6,7
E01008468,5,3
E01008469,6,7
E01008470,5,4
E01008471,5,4
E01008472,7,9
E01008473,6,7
E01008474,4,2
E01008475,7,9
E01008476,5,3
E01008477,4,2
E01008478,4,3
E01008479,7,10
E01008480,4,2
E01008481,4,2
E01008482,9,1
E01008483,5,4
E01008484,9,1
E01008485,10,1
E01008486,4,3
E01008487,4,2
E01008488,4,3
E01008489,4,2
E01008490,5,4
E01008491,4,2
E01008492,4,2
E01008493,7,9
E01008494,5,4
E01008495,7,10
E01008496,5,4
E01008497,7,10
E01008498,7,9
E01008499,5,5
E01008500,6,7
E01008501,7,8
E01008502,5,4
E01008503,5,3
E01008504,7,10
E01008505,6,7
E01008506,5,4
E01008507,7,8
E01008508,4,3
E01008509,4,2
E01008510,5,3
E01008511,4,3
E01008512,9,2
E01008513,5,4
E01008514,5,4
E01008516,7,9
E01008517,7,10
E01008518,6,7
E01008519,6,7
E01008520,7,9
E01008521,7,9
E01008522,7,10
E01008523,7,10
E01008524,9,1
E01008525,7,8
E01008526,7,9
E01008527,6,8
E01008528,6,7
E01008529,6,7
E01008530,6,6
E01008531,7,8
E01008532,5,3
E01008533,4,3
E01008534,6,7
E01008535,5,5
E01008536,5,3
E01008537,4,2
E01008538,7,8
E01008539,6,5
E01008540,10,1
E01008541,9,1
E01008542,9,1
E01008543,4,2
E01008544,10,1
E01008545,10,1
E01008546,7,10
E01008547,1,10
E01008548,7,10
E01008549,7,10
E01008550,7,10
E01008551,7,9
E01008552,6,7
E01008553,7,8
E01008554,5,4
E01008555,5,4
E01008556,7,9
E01008557,7,10
E01008558,7,8
E01008559,6,6
E01008560,7,8
E01008561,4,3
E01008562,7,9
E01008563,7,10
E01008564,7,10
E01008565,6,5
E01008567,4,3
E01008568,5,3
E01008569,4,3
E01008570,6,7
E01008571,4,2
E01008572,9,1
E01008573,9,1
E01008574,6,6
E01008575,9,1
E01008576,4,3
E01008577,6,6
E01008578,5,4
E01008579,7,10
E01008580,7,9
E01008581,7,9
E01008582,5,5
E01008583,5,4
E01008584,4,2
E01008585,7,7
E01008586,7,8
E01008587,6,5
E01008588,5,5
E01008589,7,10
E01008590,9,1
E01008591,9,1
E01008592,4,3
E01008593,10,1
E01008594,4,3
E01008595,4,3
E01008596,9,1
E01008597,5,4
E01008598,5,3
E01008599,9,2
E01008600,10,1
E01008601,9,2
E01008602,9,2
E01008603,9,1
E01008604,9,1
E01008605,5,3
E01008606,9,1
E01008607,10,1
E01008608,9,1
E01008609,9,1
E01008610,9,1
E01008611,7,9
E01008612,6,8
E01008613,9,2
E01008614,5,4
E01008615,5,5
E01008616,7,9
E01008617,7,9
E01008618,7,9
E01008619,7,10
E01008620,7,9
E01008621,7,9
E01008622,6,5
E01008624,5,4
E01008625,9,2
E01008627,7,8
E01008628,9,2
E01008629,6,5
E01008630,4,2
E01008631,5,3
E01008632,4,2
E01008633,9,2
E01008634,9,2
E01008635,5,5
E01008636,4,3
E01008637,5,4
E01008638,6,7
E01008639,5,3
E01008640,5,4
E01008641,4,2
E01008642,6,7
E01008643,5,5
E01008644,4,2
E01008645,4,2
E01008646,5,4
E01008647,7,8
E01008648,5,5
E01008649,4,3
E01008650,6,7
E01008651,10,1
E01008652,9,1
E01008653,4,2
E01008654,5,3
E01008655,9,1
E01008656,4,3
E01008657,6,8
E01008658,9,1
E01008659,5,3
E01008660,5,3
E01008661,4,2
E01008662,4,2
E01008663,4,2
E01008664,9,1
E01008665,9,1
E01008666,10,1
E01008667,9,1
E01008668,9,2
E01008669,10,1
E01008670,9,2
E01008671,9,1
E01008672,5,3
E01008673,7,8
E01008674,7,9
E01008675,5,4
E01008676,5,4
E01008677,7,8
E01008678,5,3
E01008679,5,4
E01008680,7,9
E01008681,7,9
E01008682,9,1
E01008683,5,4
E01008684,4,3
E01008685,6,6
E01008686,5,5
E01008687,5,6
E01008688,9,1
E01008689,9,1
E01008690,9,2
E01008691,6,7
E01008692,4,2
E01008693,4,2
E01008694,4,3
E01008695,4,2
E01008696,6,6
E01008697,4,2
E01008698,4,2
E01008699,9,2
E01008700,5,3
E01008701,4,2
E01008702,10,1
E01008703,4,1
E01008704,4,3
E01008705,4,2
E01008706,4,2
E01008707,5,4
E01008708,5,3
E01008709,10,1
E01008711,5,4
E01008712,9,1
E01008713,7,9
E01008714,9,1
E01008715,5,4
E01008716,7,8
E01008717,4,3
E01008718,5,3
E01008719,9,2
E01008720,4,3
E01008721,7,8
E01008722,7,9
E01008723,7,9
E01008724,7,10
E01008725,7,8
E01008726,6,7
E01008727,6,5
E01008728,6,8
E01008729,9,1
E01008730,10,1
E01008731,10,1
E01008732,5,4
E01008733,9,1
E01008734,6,7
E01008735,9,1
E01008736,10,1
E01008737,10,1
E01008738,10,1
E01008739,4,2
E01008740,6,5
E01008741,5,5
E01008742,5,3
E01008743,10,1
E01008744,4,2
E01008745,6,6
E01008746,9,1
E01008747,5,4
E01008748,4,3
E01008749,6,7
E01008750,6,6
E01008751,5,3
E01008752,4,2
E01008753,4,3
E01008754,4,2
E01008755,4,2
E01008756,9,2
E01008757,4,2
E01008758,5,5
E01008759,5,5
E01008760,6,8
E01008761,6,7
E01008762,10,1
E01008763,4,3
E01008764,5,4
E01008765,6,7
E01008766,6,5
E01008767,5,4
E01008768,5,4
E01008769,4,2
E01008770,6,6
E01008771,5,5
E01008772,7,8
E01008773,9,1
E01008774,5,5
E01008775,7,9
E01008776,9,2
E01008777,10,1
E01008778,5,4
E01008779,5,4
E01008780,4,2
E01008781,6,7
E01008782,7,9
E01008783,7,8
E01008784,7,9
E01008785,6,8
E01008786,6,7
E01008787,6,5
E01008788,5,5
E01008789,6,7
E01008790,5,5
E01008791,4,2
E01008792,6,6
E01008793,10,1
E01008795,6,5
E01008796,5,4
E01008797,6,7
E01008799,7,8
E01008800,9,1
E01008801,7,8
E01008802,6,6
E01008803,4,2
E01008804,4,3
E01008805,5,3
E01008808,7,8
E01008809,5,3
E01008810,9,2
E01008811,5,5
E01008812,9,2
E01008813,9,2
E01008814,5,4
E01008817,10,1
E01008819,4,2
E01008820,4,2
